,state,account_length,international_plan,voice_mail_plan,number_vmail_messages,total_day_minutes,total_day_calls,total_eve_minutes,total_eve_calls,total_night_minutes,total_night_calls,total_intl_minutes,total_intl_calls,customer_service_calls,churn,total_charge
1127,KS,159,0,1,19,184.1,78,194.5,71,225.6,101,16.9,3,0,0,62.54
1128,VA,114,1,1,31,174.5,104,224.2,92,116.3,91,12.3,10,2,0,57.28000000000001
1129,AL,71,0,0,0,103.3,103,138.5,79,164.8,98,9.0,2,2,0,39.18
1130,PA,122,0,0,0,35.1,62,180.8,89,251.6,58,12.7,2,1,0,36.089999999999996
1131,AL,100,0,1,25,246.6,94,141.4,112,189.8,109,13.0,5,1,0,65.99
1132,WV,83,0,1,37,78.5,109,210.5,101,179.7,102,11.8,4,1,0,42.519999999999996
1133,NV,64,0,0,0,148.1,73,164.9,101,216.0,125,12.3,2,5,1,52.24
1134,TN,105,0,0,0,206.2,84,256.4,138,117.1,91,9.0,3,1,0,64.54
1135,ID,144,0,1,33,251.6,87,197.6,118,209.2,97,12.2,3,2,0,72.27000000000001
1136,WY,106,1,1,26,270.3,111,215.2,90,254.0,133,14.4,7,1,1,79.56000000000002
1137,TX,19,0,1,34,156.6,97,224.2,97,260.9,135,11.3,1,1,0,60.47
1138,MA,46,0,0,0,139.4,81,223.7,113,173.1,77,13.6,6,1,0,54.17
1139,IL,127,0,0,0,220.2,108,188.4,124,172.7,113,11.7,3,2,0,64.36999999999999
1140,LA,9,0,1,39,214.1,108,169.2,115,189.7,117,10.1,3,1,0,62.05
1141,CO,157,0,0,0,196.0,74,213.4,96,196.8,81,7.9,6,1,0,62.45
1142,UT,105,0,0,0,106.4,71,240.1,83,147.7,114,5.3,4,6,1,46.58
1143,MI,105,0,1,29,179.4,113,275.4,100,246.1,105,10.0,5,0,0,67.67999999999999
1144,NH,155,0,0,0,216.7,30,144.3,125,135.3,106,10.8,1,2,0,58.120000000000005
1145,ID,31,0,0,0,177.3,129,152.8,105,162.9,92,5.1,2,0,0,51.84
1146,WA,161,0,0,0,151.6,117,219.4,87,224.7,68,4.0,5,1,0,55.61
1147,MN,95,0,1,32,262.2,123,165.2,82,194.3,57,10.6,5,0,0,70.21
1148,NY,122,0,0,0,173.6,110,91.7,84,211.7,103,9.7,7,3,0,49.45
1149,MD,37,1,0,0,106.6,76,147.4,89,235.8,113,9.6,8,2,0,43.849999999999994
1150,GA,132,0,0,0,193.3,106,128.3,94,162.1,119,11.6,4,5,1,54.19
1151,HI,119,0,1,24,217.2,94,138.7,52,139.3,85,11.3,4,0,0,58.03
1152,AL,16,0,0,0,209.5,89,172.8,85,94.1,102,8.8,4,1,0,56.919999999999995
1153,CT,99,0,0,0,95.4,105,207.2,101,136.0,117,5.6,5,1,0,41.459999999999994
1154,CO,76,0,1,26,214.6,110,205.2,87,134.6,140,8.1,2,1,0,62.17
1155,KS,167,0,0,0,131.6,120,211.3,96,168.3,97,11.1,4,4,1,50.9
1156,NJ,129,0,0,0,168.4,117,217.1,129,81.6,100,11.8,7,1,0,53.94
1157,FL,116,0,0,0,146.4,123,176.6,113,212.6,102,7.8,5,1,0,51.58
1158,CA,60,1,0,0,183.0,110,206.7,93,203.8,119,11.1,6,1,0,60.85
1159,KS,128,0,0,0,103.3,122,245.9,123,161.1,95,6.4,7,0,0,47.43999999999999
1160,TX,47,0,1,28,112.2,70,154.8,106,166.7,105,10.6,2,0,0,42.59
1161,MN,40,1,0,0,170.7,55,179.1,108,281.9,89,8.2,9,3,0,59.14
1162,AK,173,0,0,0,172.5,78,142.6,91,102.0,63,10.9,2,0,0,48.97999999999999
1163,OR,157,0,1,30,194.3,107,243.2,108,322.2,114,7.1,5,1,0,70.12
1164,MS,66,0,1,32,187.8,117,129.8,90,132.3,113,12.0,3,2,0,52.150000000000006
1165,VT,50,1,1,26,307.1,94,289.4,78,174.9,109,8.0,3,0,0,86.84
1166,UT,72,0,0,0,118.2,106,167.2,136,214.2,106,12.2,3,3,0,47.23
1167,KS,130,0,0,0,154.0,95,205.9,106,233.7,75,12.9,1,1,0,57.68
1168,NV,143,0,0,0,155.5,101,213.4,89,237.9,61,7.6,11,1,0,57.339999999999996
1169,DE,89,1,0,0,125.6,108,213.0,90,181.7,108,5.4,5,1,0,49.1
1170,IN,108,0,0,0,199.3,104,224.2,92,140.1,57,15.2,2,0,0,63.339999999999996
1171,TX,32,0,0,0,157.9,88,180.8,132,132.5,102,12.8,3,1,0,51.63
1172,MA,166,0,0,0,203.4,81,167.7,110,132.0,124,9.2,5,2,0,57.24999999999999
1173,VT,109,0,0,0,222.2,113,218.5,122,266.0,88,10.9,5,1,0,71.25
1174,CA,72,0,1,39,92.8,98,271.2,115,167.1,83,5.8,7,1,0,47.919999999999995
1175,IA,134,0,1,32,216.8,78,102.2,111,174.0,83,8.6,2,0,0,55.699999999999996
1176,NH,13,0,0,0,193.2,89,194.4,90,186.5,104,9.7,2,4,0,60.37
1177,GA,90,0,0,0,113.2,108,189.3,63,271.8,124,14.1,4,3,0,51.370000000000005
1178,WI,111,0,1,36,166.2,54,238.8,109,108.8,92,11.2,2,3,0,56.47
1179,CO,101,0,1,23,262.2,101,157.0,80,129.1,100,7.3,14,1,0,65.7
1180,SC,72,0,0,0,207.8,92,195.7,110,184.8,124,13.1,4,0,0,63.81999999999999
1181,MI,67,0,1,35,245.4,89,148.2,102,274.0,136,7.5,6,1,0,68.68
1182,MD,172,0,0,0,287.1,108,178.4,125,153.2,98,14.4,2,3,1,74.75
1183,IN,154,0,1,32,192.3,82,165.3,134,205.0,74,9.0,1,2,0,58.4
1184,ME,69,0,0,0,194.2,122,242.1,81,215.8,80,9.7,3,2,0,65.92
1185,DC,123,0,0,0,211.0,92,217.0,102,214.8,104,9.8,7,3,0,66.64
1186,TN,130,0,1,12,141.9,92,228.9,102,195.1,101,8.7,5,0,0,54.71
1187,FL,142,0,1,26,220.5,94,239.5,126,254.3,109,5.9,9,2,0,70.88000000000001
1188,WA,29,0,0,0,157.4,122,145.0,75,281.8,92,9.3,2,1,0,54.28
1189,HI,87,0,1,28,143.5,106,223.5,147,175.4,69,11.2,5,0,0,54.31
1190,NE,149,0,0,0,156.0,56,56.0,116,163.3,104,8.9,8,0,0,41.03
1191,TN,146,1,0,0,160.1,63,208.4,112,177.6,98,9.2,3,2,0,55.4
1192,MD,88,1,0,0,235.1,98,251.8,79,285.9,76,7.2,2,4,1,76.17999999999999
1193,NM,119,1,1,15,160.0,95,209.5,110,82.3,107,8.7,5,5,1,51.06
1194,VT,48,0,0,0,188.4,63,165.9,89,205.7,71,13.2,2,1,0,58.95
1195,OR,135,0,0,0,194.8,97,235.3,118,174.4,126,11.0,3,1,0,63.94
1196,IN,100,0,0,0,247.8,117,130.0,95,134.3,125,6.9,2,1,0,61.080000000000005
1197,MO,98,0,0,0,221.2,80,213.6,104,291.8,89,11.9,3,4,0,72.1
1198,FL,75,0,1,26,118.5,86,213.9,118,132.6,99,13.4,3,2,0,47.919999999999995
1199,DC,180,0,1,33,231.8,78,232.9,79,206.9,121,7.6,4,1,0,70.57
1200,VT,100,0,1,25,215.9,90,257.9,92,180.2,157,11.6,4,1,0,69.86
1201,OH,119,0,1,35,217.1,92,220.8,134,249.5,93,8.0,5,2,0,69.07
1202,MO,86,0,0,0,83.5,96,221.1,63,349.7,75,12.6,3,0,0,52.129999999999995
1203,LA,155,0,1,39,183.3,106,205.1,101,263.7,90,5.1,7,1,0,61.84
1204,IL,78,1,0,0,236.8,141,265.3,101,152.4,77,9.5,2,1,1,72.24
1205,NJ,153,0,0,0,193.8,90,195.3,121,182.7,108,8.5,3,1,0,60.07
1206,IA,92,0,1,25,134.0,112,206.0,111,180.6,118,9.7,4,0,0,51.040000000000006
1207,WA,13,0,1,25,176.6,65,172.7,96,104.5,128,11.3,5,2,0,52.45
1208,NE,154,0,0,0,191.4,93,205.4,119,205.7,121,10.2,3,3,0,62.01
1209,CT,144,1,1,35,174.8,127,219.6,93,255.8,90,12.8,3,0,0,63.36
1210,WV,48,0,0,0,275.2,67,180.2,108,159.0,110,7.9,2,1,0,71.38
1211,ND,94,0,0,0,174.0,85,241.1,114,207.8,94,7.9,1,1,0,61.55
1212,UT,139,0,0,0,165.0,132,249.7,86,170.3,128,12.6,8,1,0,60.32999999999999
1213,MS,126,0,0,0,228.7,102,168.7,99,223.5,100,11.8,4,1,0,66.47
1214,MN,122,0,0,0,107.9,88,235.8,109,228.6,119,9.5,3,2,0,51.239999999999995
1215,NH,139,0,0,0,221.3,140,157.8,89,192.5,89,11.3,6,1,0,62.739999999999995
1216,LA,95,0,0,0,141.1,84,211.4,108,103.7,127,5.9,6,3,0,48.22
1217,ME,80,0,1,31,166.4,92,238.3,74,150.7,84,10.7,4,4,0,58.22
1218,KS,131,0,1,28,249.6,87,227.2,138,239.9,92,7.6,3,3,0,74.58999999999999
1219,KS,36,0,0,0,178.6,83,213.1,103,198.0,119,10.9,5,1,0,60.31999999999999
1220,NV,180,0,0,0,139.0,96,224.9,64,170.8,118,15.7,5,2,0,54.68
1221,MT,25,0,0,0,134.3,98,202.3,109,195.9,100,12.6,5,2,0,52.25
1222,MT,113,0,0,0,215.9,93,240.1,85,156.7,123,4.9,5,3,0,65.47999999999999
1223,ID,88,0,1,31,181.6,91,213.2,120,207.8,104,11.4,4,1,0,61.42
1224,AK,120,0,0,0,178.4,97,168.3,113,120.5,93,9.3,9,1,0,52.57
1225,UT,74,0,0,0,106.4,84,140.2,104,90.9,81,11.4,3,1,0,37.17999999999999
1226,AR,109,0,0,0,170.7,101,240.2,82,119.0,112,11.4,4,2,0,57.879999999999995
1227,LA,162,0,1,33,184.5,139,183.2,78,127.4,106,12.3,6,0,0,55.99
1228,KS,124,0,1,37,161.2,109,204.2,79,231.5,87,8.9,4,1,0,57.58
1229,OR,177,0,0,0,84.9,77,257.5,109,210.5,66,7.5,5,2,0,47.82
1230,WI,91,0,0,0,217.9,71,230.1,116,232.1,110,10.6,2,1,0,69.89999999999999
1231,CO,105,0,0,0,270.9,98,226.2,110,178.8,60,8.8,5,0,1,75.71
1232,KS,24,0,0,0,243.0,91,183.9,77,184.3,109,15.3,6,0,1,69.36
1233,IL,48,0,0,0,128.2,71,48.1,78,116.3,80,8.9,3,0,0,33.51
1234,IA,86,0,0,0,126.3,115,168.8,112,154.6,95,9.8,7,2,0,45.43
1235,AZ,163,0,0,0,178.7,56,215.7,79,152.7,84,10.6,2,4,0,58.43999999999999
1236,NE,91,0,0,0,159.0,109,255.1,142,82.4,73,10.1,4,0,0,55.15
1237,ID,56,0,0,0,150.9,79,161.8,87,167.7,115,11.7,5,3,0,50.11
1238,OH,147,1,1,24,219.9,118,208.5,116,352.5,111,8.1,4,3,0,73.15
1239,TX,64,0,0,0,168.0,116,192.4,94,166.5,98,10.1,3,2,0,55.129999999999995
1240,TN,108,0,1,34,162.1,83,171.8,117,259.8,76,9.6,3,4,1,56.44
1241,OK,159,0,0,0,198.8,107,195.5,91,213.3,120,16.5,7,5,0,64.48
1242,ND,136,1,0,0,256.8,90,230.1,104,143.6,82,9.1,10,3,0,72.13999999999999
1243,MT,116,0,1,35,182.8,122,212.7,119,193.8,103,11.0,2,1,0,60.849999999999994
1244,NC,45,0,1,38,196.8,92,254.2,108,261.8,85,7.7,2,1,0,68.92999999999999
1245,MN,122,0,0,0,140.1,120,231.4,128,188.1,127,11.2,5,2,0,54.970000000000006
1246,MN,138,0,0,0,194.3,83,189.9,97,232.2,102,9.0,3,5,0,62.050000000000004
1247,MA,132,0,0,0,117.6,66,214.0,108,239.5,94,8.8,5,1,0,51.34
1248,PA,101,1,0,0,193.7,108,186.6,98,223.0,100,11.6,8,0,0,61.96
1249,GA,58,0,0,0,243.1,105,231.4,108,180.9,120,7.8,4,2,0,71.25
1250,NV,81,0,0,0,145.4,132,129.3,91,186.4,109,5.2,4,1,0,45.5
1251,TX,87,0,0,0,169.1,105,169.9,102,244.9,106,9.9,10,3,0,56.879999999999995
1252,ME,116,0,0,0,229.3,93,184.5,111,168.2,91,8.8,3,2,0,64.61
1253,RI,85,1,0,0,197.2,97,211.7,115,210.1,133,8.3,4,4,0,63.20000000000001
1254,MN,62,0,1,33,186.4,84,201.0,136,286.7,103,11.1,3,2,1,64.68
1255,NH,90,0,0,0,76.1,121,290.3,73,236.9,89,10.8,3,0,0,51.2
1256,TN,98,0,0,0,162.8,65,185.0,109,219.5,104,6.0,3,2,0,54.91
1257,UT,73,0,0,0,182.3,115,199.2,97,120.2,113,18.0,5,1,0,58.19
1258,RI,107,1,0,0,194.4,83,247.8,84,245.4,93,11.2,7,2,0,68.17
1259,NH,55,0,1,20,189.3,95,118.6,113,250.2,102,12.5,4,2,0,56.9
1260,AK,76,0,1,22,160.1,107,168.7,136,23.2,102,9.5,4,3,0,45.17
1261,NC,30,0,0,0,145.0,76,240.7,112,197.1,134,7.1,4,3,0,55.9
1262,AZ,157,0,0,0,220.7,105,119.3,127,165.1,113,11.5,7,4,0,58.2
1263,MA,40,0,1,31,224.7,69,134.5,81,120.3,104,7.5,5,1,1,57.07000000000001
1264,TN,72,0,0,0,147.0,79,162.3,103,162.9,80,10.5,4,1,0,48.959999999999994
1265,WY,95,0,1,39,260.8,130,213.4,111,195.6,97,10.1,5,1,0,74.01
1266,IA,42,0,0,0,155.4,127,164.1,45,157.7,128,9.0,3,0,0,49.900000000000006
1267,IN,86,0,0,0,166.2,112,255.3,81,228.1,97,5.4,7,1,0,61.67
1268,NJ,131,0,0,0,211.8,115,260.5,102,144.2,96,10.8,7,0,0,67.56
1269,FL,55,0,1,45,130.5,114,208.4,94,141.6,114,11.0,5,4,1,49.24
1270,MT,74,0,0,0,162.7,102,292.0,105,183.3,80,8.7,6,0,0,63.080000000000005
1271,ND,81,1,1,37,237.1,76,264.2,125,271.3,120,7.9,3,1,0,77.11
1272,MI,81,0,0,0,166.2,102,217.6,112,220.2,68,13.2,2,4,0,60.22
1273,MT,28,0,0,0,121.7,48,125.8,112,261.6,122,8.3,2,6,1,45.39000000000001
1274,AL,111,0,0,0,176.4,62,201.0,124,150.4,138,11.2,2,0,0,56.87
1275,NV,3,0,1,27,67.4,116,244.0,78,281.1,93,11.4,2,2,0,47.93
1276,MI,51,0,0,0,229.7,129,336.0,104,192.8,128,9.6,1,1,1,78.88
1277,FL,68,0,1,24,176.0,118,277.9,116,174.7,71,14.7,7,1,0,65.37
1278,NY,163,0,0,0,247.7,77,269.5,108,167.3,82,9.6,7,0,1,75.14
1279,KS,87,0,0,0,115.4,90,262.6,68,245.7,69,13.1,5,2,0,56.54
1280,NC,58,0,0,0,112.2,95,209.6,108,260.9,78,13.9,1,0,1,52.38
1281,MN,109,0,0,0,162.6,138,154.0,109,209.7,118,11.5,4,0,0,53.28
1282,RI,111,0,0,0,229.4,107,214.1,99,289.6,95,10.4,6,4,0,73.04
1283,UT,144,0,0,0,139.6,96,124.2,93,95.6,75,15.0,4,2,0,42.63999999999999
1284,OR,135,0,0,0,263.8,66,251.3,116,200.1,112,8.4,2,5,1,77.48
1285,SC,109,0,1,46,217.5,123,233.7,84,163.9,99,9.0,3,4,0,66.65
1286,IL,107,0,1,14,114.3,132,199.8,91,194.7,74,7.5,8,1,0,47.199999999999996
1287,OH,149,0,0,0,196.3,108,136.8,96,154.7,87,7.7,3,2,0,54.04
1288,MA,56,0,0,0,253.2,95,188.0,116,142.0,133,4.4,4,1,0,66.6
1289,OR,129,0,0,0,98.0,99,240.7,62,254.8,123,10.5,4,0,0,51.43000000000001
1290,CA,92,0,0,0,249.4,118,211.5,95,169.0,116,9.1,3,0,0,70.44999999999999
1291,WV,67,0,1,30,129.6,107,233.0,104,297.0,93,14.5,5,1,0,59.13
1292,VT,120,0,0,0,221.3,106,267.6,98,111.5,80,9.3,7,0,0,67.9
1293,ID,166,0,0,0,220.7,106,177.8,118,206.1,102,12.4,9,1,0,65.25
1294,OR,66,0,0,0,87.6,76,262.0,111,184.6,125,9.2,5,1,0,47.949999999999996
1295,GA,76,0,0,0,203.6,61,161.7,127,175.9,97,8.4,3,0,0,58.540000000000006
1296,ME,79,0,0,0,213.6,110,234.9,121,229.6,157,8.8,3,2,0,68.99
1297,HI,98,0,1,31,181.6,112,220.7,100,236.3,121,12.9,4,2,0,63.74
1298,AZ,141,0,1,22,215.4,123,328.7,98,160.5,89,7.8,6,1,0,73.89
1299,UT,49,0,0,0,266.3,90,207.8,117,205.0,98,14.0,2,2,1,75.94000000000001
1300,IA,46,0,0,0,199.2,111,175.1,83,210.6,84,10.2,2,3,0,60.97
1301,CT,137,0,0,0,115.0,130,137.8,83,224.0,61,7.3,4,3,0,43.31
1302,WA,171,0,0,0,270.5,69,230.0,112,136.0,111,9.6,5,1,1,74.25000000000001
1303,VA,10,0,0,0,222.2,127,153.1,125,227.4,80,12.9,4,1,0,64.49000000000001
1304,CO,88,0,0,0,61.9,78,262.6,114,212.5,110,8.8,2,3,0,44.78000000000001
1305,LA,89,0,0,0,141.1,92,249.1,126,136.0,73,10.8,2,2,0,54.199999999999996
1306,TX,82,0,0,0,189.2,81,184.4,117,255.8,83,10.6,5,3,1,62.199999999999996
1307,SD,139,0,0,0,196.0,135,186.0,146,153.0,92,9.8,1,3,0,58.67
1308,VA,87,0,0,0,171.6,119,205.0,107,170.6,114,13.8,4,0,0,58.01
1309,NY,137,1,0,0,174.0,123,161.3,115,260.7,98,11.4,3,2,0,58.099999999999994
1310,WA,45,0,0,0,78.6,106,187.3,110,184.2,111,7.4,5,1,1,39.57
1311,WI,90,0,0,0,200.9,92,164.3,91,249.0,98,8.9,7,1,0,61.73
1312,TN,103,0,0,0,141.3,123,253.6,87,215.8,96,6.4,2,1,0,57.019999999999996
1313,CT,100,0,0,0,235.8,130,176.0,69,63.6,122,7.3,1,2,0,59.88
1314,WA,110,0,0,0,185.1,100,165.1,88,111.6,104,6.3,4,3,0,52.22
1315,NH,124,0,0,0,254.3,113,78.9,104,153.2,69,11.8,2,2,0,60.019999999999996
1316,MT,10,0,0,0,183.0,103,214.8,77,206.4,73,8.7,6,2,0,61.010000000000005
1317,NE,89,0,1,29,163.5,80,274.8,136,381.9,147,7.5,5,2,0,70.38
1318,WA,121,0,0,0,207.9,98,210.5,96,109.6,114,7.7,2,2,0,60.24
1319,WI,101,0,0,0,248.6,102,174.9,93,207.2,86,6.1,3,3,0,68.1
1320,AR,103,0,1,31,185.4,105,197.6,126,147.1,110,14.5,4,2,0,58.86
1321,WI,51,0,0,0,197.8,60,221.0,64,168.6,134,8.9,5,1,0,62.410000000000004
1322,DE,2,1,0,0,132.1,42,138.9,88,192.6,119,9.1,1,2,1,45.400000000000006
1323,NH,111,0,0,0,197.1,117,227.8,128,214.0,101,9.3,11,0,0,65.01
1324,VA,118,0,0,0,154.6,112,184.2,105,217.4,102,12.6,5,2,0,55.12
1325,TN,17,0,1,31,153.1,115,185.9,59,224.3,102,10.0,1,6,1,54.620000000000005
1326,VA,130,0,0,0,211.2,119,231.1,120,220.9,80,6.3,9,2,0,67.18
1327,ID,193,0,0,0,96.8,92,142.6,103,210.1,115,10.9,5,2,1,40.97
1328,TN,114,0,0,0,172.0,145,276.4,101,193.7,100,10.1,9,1,0,64.17999999999999
1329,AZ,137,0,0,0,141.1,91,147.2,100,254.7,75,8.0,7,2,0,50.120000000000005
1330,MT,185,0,1,29,151.1,121,244.7,88,154.4,91,13.8,2,2,0,57.17
1331,OK,101,0,0,0,209.6,107,228.8,96,172.4,85,7.6,2,3,0,64.89
1332,ID,95,0,1,32,247.0,109,125.6,91,226.5,90,10.5,4,3,0,65.7
1333,NV,7,0,1,30,221.4,114,165.8,116,247.0,105,10.8,12,1,0,65.77
1334,KS,126,0,0,0,321.3,99,167.9,93,193.6,106,8.0,4,1,1,79.75999999999999
1335,WY,71,0,0,0,243.7,124,60.0,90,189.0,129,11.3,2,0,0,58.08
1336,MS,124,0,0,0,251.5,85,214.2,98,186.1,71,11.1,6,3,0,72.34
1337,WY,97,1,0,0,236.9,107,157.6,105,241.0,120,7.3,2,0,1,66.49
1338,TX,28,0,0,0,159.7,79,216.7,131,206.7,116,9.3,3,2,0,57.38
1339,WA,90,1,0,0,148.2,96,220.4,111,134.2,97,9.2,1,4,1,52.44
1340,HI,190,0,0,0,150.9,86,268.6,129,179.9,73,14.7,1,1,0,60.55
1341,IL,31,0,1,28,210.5,101,250.5,86,241.6,125,11.5,2,1,0,71.06
1342,AK,52,0,1,24,170.9,71,201.4,80,159.0,124,4.1,5,2,0,54.43
1343,MD,73,0,0,0,254.7,80,90.2,79,153.4,60,10.6,8,0,0,60.73
1344,MA,111,0,0,0,284.4,89,157.0,113,242.8,91,8.4,8,0,1,74.89999999999999
1345,SD,98,0,0,0,0.0,0,159.6,130,167.1,88,6.8,1,4,1,22.93
1346,PA,106,1,0,0,133.7,45,187.8,107,181.9,89,10.7,2,1,1,49.769999999999996
1347,NC,111,0,0,0,224.9,117,191.9,127,229.9,97,10.3,3,0,0,67.66999999999999
1348,VT,59,0,0,0,151.8,98,209.9,92,266.9,86,11.9,5,1,0,58.87
1349,KY,71,0,1,22,141.4,107,163.0,105,220.0,99,5.6,3,2,0,49.309999999999995
1350,WA,55,0,0,0,285.7,124,230.9,106,230.7,140,14.8,7,0,1,82.58
1351,LA,13,0,0,0,58.4,121,262.2,64,159.0,115,11.9,5,1,0,42.58
1352,WA,136,0,1,16,90.4,105,201.3,109,227.1,115,13.1,4,0,0,46.239999999999995
1353,ME,123,0,0,0,114.4,91,216.6,123,250.6,102,11.0,3,0,0,52.11
1354,WI,105,0,0,0,147.7,103,222.7,78,163.5,102,12.8,3,2,0,54.86
1355,TX,50,0,1,31,302.7,93,240.5,119,193.9,103,13.6,14,3,0,84.30000000000001
1356,IA,118,0,0,0,136.1,120,204.2,103,228.2,90,11.3,4,1,0,53.81999999999999
1357,AZ,97,0,0,0,169.7,84,165.9,86,191.9,83,12.8,6,3,0,55.050000000000004
1358,ND,51,0,0,0,227.2,89,194.4,106,243.4,126,14.9,2,0,0,70.11
1359,VT,73,0,0,0,217.8,91,220.6,97,277.3,89,10.3,6,1,1,71.04
1360,HI,35,0,0,0,124.2,102,123.9,115,135.7,100,13.1,8,2,0,41.29
1361,WY,64,0,0,0,206.2,76,232.4,76,251.6,96,13.6,2,1,0,69.79
1362,WV,63,0,0,0,132.9,122,67.0,62,160.4,121,9.9,2,3,0,38.18
1363,OK,117,0,1,31,104.9,115,237.6,125,263.4,104,7.7,6,3,0,51.96
1364,CT,115,0,0,0,245.0,97,250.7,75,270.2,124,13.7,8,1,1,78.82
1365,UT,162,0,0,0,184.5,118,224.0,95,180.5,82,11.6,3,1,0,61.66
1366,NY,89,0,0,0,89.5,66,179.3,104,225.1,116,12.3,1,3,0,43.910000000000004
1367,VA,94,1,0,0,235.6,131,194.8,107,170.6,93,8.6,4,1,0,66.60999999999999
1368,VT,129,0,0,0,186.0,127,262.3,96,98.9,63,11.5,6,4,0,61.480000000000004
1369,SD,86,0,0,0,223.9,75,155.7,109,150.2,143,7.3,9,1,0,60.02
1370,PA,96,0,0,0,179.5,125,162.3,139,264.5,133,6.6,2,1,0,58.0
1371,ND,190,0,0,0,169.4,102,253.5,113,197.1,93,8.9,5,1,0,61.62
1372,CT,80,0,0,0,118.1,90,144.3,77,225.1,86,8.2,6,1,0,44.69
1373,SC,108,0,0,0,112.0,105,193.7,110,208.9,93,4.1,4,4,1,46.01
1374,MI,97,0,1,32,168.4,129,225.9,97,191.8,95,8.5,7,0,0,58.76
1375,VT,84,0,1,42,214.3,112,188.2,107,333.5,117,11.3,10,0,0,70.49
1376,OH,65,0,0,0,245.7,139,241.9,113,285.3,117,4.2,5,4,1,76.3
1377,VT,131,0,1,34,156.6,134,71.0,95,261.7,120,13.4,10,1,0,48.06
1378,IL,58,1,1,43,142.8,96,272.3,100,193.4,105,8.9,4,1,0,58.529999999999994
1379,MO,36,0,0,0,202.4,115,230.7,115,202.0,127,10.2,2,3,0,65.86
1380,WI,54,0,0,0,116.8,119,123.1,123,217.5,101,12.0,2,1,0,43.35
1381,NJ,45,0,0,0,155.7,110,260.3,103,192.2,98,11.0,1,1,0,60.21999999999999
1382,GA,125,0,1,39,236.1,107,289.2,110,175.4,107,9.1,4,2,0,75.07
1383,VT,72,0,1,21,138.1,113,260.1,83,135.4,118,8.2,2,2,0,53.89000000000001
1384,CT,141,0,0,0,51.9,108,162.0,83,223.5,115,10.1,3,3,0,35.379999999999995
1385,AZ,113,0,0,0,81.3,116,220.6,124,235.7,113,8.9,3,0,0,45.58
1386,SD,20,0,1,35,171.5,98,153.1,127,165.6,125,7.1,3,0,0,51.540000000000006
1387,CT,212,0,0,0,126.0,96,144.3,80,302.8,102,7.6,3,1,0,49.37
1388,IN,99,1,0,0,197.2,127,156.0,92,204.1,99,9.9,6,4,0,58.63
1389,OH,94,0,0,0,194.1,62,227.2,54,190.4,115,15.3,4,1,0,65.01
1390,NY,40,0,0,0,115.7,105,127.8,113,107.5,91,9.3,6,1,0,37.88
1391,NE,86,0,1,29,157.2,118,196.3,136,226.7,109,8.4,5,3,0,55.88
1392,OK,101,0,0,0,269.7,85,207.6,86,214.2,107,4.5,15,3,1,74.36
1393,NC,170,0,0,0,246.4,107,228.1,124,166.4,95,9.1,8,0,0,71.22999999999999
1394,HI,105,0,0,0,227.4,121,268.5,89,143.3,82,13.0,4,1,0,71.44
1395,UT,103,0,0,0,189.8,110,115.5,83,191.3,103,12.2,4,0,0,53.99
1396,MD,140,1,1,27,188.9,124,160.9,102,197.7,100,11.5,5,4,0,57.8
1397,VT,101,0,0,0,0.0,0,192.1,119,168.8,95,7.2,4,1,0,25.87
1398,TX,98,0,1,19,110.5,87,227.8,97,243.6,84,11.0,4,1,0,52.08
1399,AZ,104,0,0,0,167.6,116,219.2,112,215.9,94,11.7,2,4,0,60.0
1400,VA,115,0,0,0,132.0,90,197.5,75,175.8,114,0.0,0,3,0,47.14
1401,WI,112,0,0,0,167.8,88,247.9,81,155.1,108,11.9,4,0,0,59.79
1402,NE,70,0,0,0,213.4,86,204.7,77,256.6,101,5.7,4,1,0,66.77000000000001
1403,KY,126,0,0,0,175.4,120,98.3,71,201.9,93,10.6,1,0,0,50.129999999999995
1404,NV,87,0,1,39,82.6,113,224.4,63,163.6,88,9.5,1,3,0,43.04
1405,MT,125,0,0,0,143.2,80,88.1,94,233.2,135,8.8,7,4,1,44.7
1406,MO,86,0,0,0,125.5,139,269.8,93,235.8,110,8.9,8,1,0,57.279999999999994
1407,MS,73,0,1,31,82.3,105,256.1,91,229.6,98,11.8,2,6,1,49.279999999999994
1408,NM,232,0,0,0,165.6,104,195.9,115,118.3,77,11.8,3,1,0,53.309999999999995
1409,NJ,1,0,1,30,183.1,95,232.6,110,248.3,110,8.4,2,0,0,64.34
1410,NH,133,0,0,0,162.1,91,212.1,94,260.4,78,12.2,5,1,0,60.6
1411,NC,103,0,0,0,166.6,84,192.4,91,167.9,115,7.7,6,1,0,54.31
1412,MT,131,0,1,24,135.9,60,233.2,78,210.6,121,9.4,4,1,0,54.940000000000005
1413,SD,95,0,1,20,165.7,78,215.6,94,243.3,91,9.8,6,0,0,60.1
1414,VA,182,0,0,0,176.1,90,174.9,106,234.7,134,9.7,4,1,0,57.99
1415,LA,99,0,0,0,142.3,89,204.5,95,203.1,114,9.1,1,0,0,53.17
1416,NV,27,0,0,0,177.6,121,296.8,92,192.9,106,7.6,3,3,0,66.14999999999999
1417,AK,141,0,0,0,83.2,74,190.6,104,150.5,79,10.7,7,1,0,40.0
1418,OH,29,1,1,37,235.0,101,183.3,79,139.8,106,5.7,7,2,0,63.36
1419,NM,65,0,0,0,105.7,95,141.8,100,180.5,105,6.6,12,2,0,39.92
